,CIK Number,Entity Name,Address_1,City,State,Zip Code
1598,0001140884,Tax-Managed International Equity Portfolio,TWO INTERNATIONAL PLACE,BOSTON,MA,02110
1599,0001141323,INVESTED PORTFOLIOS,6300 LAMAR AVENUE,OVERLAND PARK,KS,66202
1600,0001141687,TIAA-CREF LIFE SEPARATE ACCOUNT VLI-1,TIAA CREF,NEW YORK,NY,10017
1601,0001141819,TRUST FOR PROFESSIONAL MANAGERS,U.S. BANCORP FUND SERVICES LLC,MILWAUKEE,WI,53202
1602,0001142696,TFLIC SERIES ANNUITY ACCOUNT,440 MAMARONECK AVENUE,HARRISON,NY,10528
1603,0001142728,NORTHQUEST CAPITAL FUND INC,16 RIMWOOD LANE,COLTS NECK,NJ,07722
1604,0001145022,HOTCHKIS & WILEY FUNDS /DE/,601 SOUTH FIGUEROA STREET,LOS ANGELES,CA,90017-5704
1605,0001156906,CAUSEWAY CAPITAL MANAGEMENT TRUST,11111 SANTA MONICA BLVD,LOS ANGELES,CA,90025
1606,0001157623,SOUTHERN FARM BUREAU LIFE VARIABLE LIFE ACCOUNT,P O BOX 78,JACKSON,MS,39205
1607,0001158120,TRANSAMERICA LIFE INSURANCE Co SEPARATE ACCOUNT VUL-6,4333 EDGEWOOD RD NE,CEDAR RAPIDS,IA,52499
1608,0001160168,EQ PREMIER VIP TRUST,1290 AVENUE OF THE AMERICAS,NEW YORK,NY,10104
1609,0001160363,INVESTMENT HOUSE FUNDS,"C/O ULTIMUS FUND SOLUTIONS, LLC",CINCINNATI,OH,45246
1610,0001161852,MASTER INSTITUTIONAL MONEY MARKET LLC,100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
1611,0001162321,SEPARATE ACCOUNT VA Q,4333 EDGEWOOD ROAD NE,CEDAR RAPIDS,IA,52499-0001
1612,0001162328,MERRILL LYNCH LIFE VARIABLE ANNUITY SEPARATE ACCOUNT C,"4333 EDGEWOOD ROAD, NE",CEDAR RAPIDS,IA,52499
1613,0001162329,ML OF NEW YORK VARIABLE ANNUITY SEPARATE ACCOUNT C,440 MAMARONECK AVENUE,HARRISON,NY,10528
1614,0001163403,LINCOLN LIFE FLEXIBLE PREMIUM VARIABLE LIFE ACCOUNT Y,1300 SOUTH CLINTON STREET,FT WAYNE,IN,46802
1615,0001163439,NATIONWIDE VARIABLE ACCOUNT 11,NATIONWIDE LIFE INSURANCE CO,COLUMBUS,OH,43215
1616,0001164384,NATIONAL SECURITY VARIABLE ACCOUNT N,"810 SEVENTH AVENUE, SUITE 3600",NEW YORK,NY,10019
1617,0001164757,LINCOLN LIFE & ANNUITY FLEXIBLE PREMIUM VARIABLE LIFE ACCOUNT Y,"120 MADISON STREET, SUITE 1700",SYRACUSE,NY,13202
1618,0001166729,BERNSTEIN SANFORD C FUND II INC,ALLIANCEBERNSTEIN LP,NEW YORK,NY,10105
1619,0001167368,CITIZENSSELECT FUNDS,"C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
1620,0001168164,SPDR INDEX SHARES FUNDS,ONE LINCOLN STREET,BOSTON,MA,02111
1621,0001169187,"T. Rowe Price Institutional Income Funds, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
1622,0001170238,ANNUITY INVESTORS VARIABLE ACCOUNT C,C/O ANNUITY INVESTORS LIFE INSURANCE CO,CINCINNATI,OH,45201-5423
1623,0001170611,BRAGG CAPITAL TRUST,1031 SOUTH CALDWELL STREET,CHARLOTTE,NC,28203
1624,0001172312,GUARDIAN SEPARATE ACCOUNT Q OF THE GUARD INS & ANN CO INC,"10 HUDSON YARDS, 22 FLOOR",NEW YORK,NY,10001
1625,0001172804,VARIABLE ANNUITY ACCOUNT NINE,2727-A ALLEN PARKWAY,HOUSTON,TX,77019
1626,0001173488,THRIVENT VARIABLE ANNUITY ACCOUNT I,625 FOURTH AVENUE SOUTH,MINNEAPOLIS,MN,55415
1627,0001173492,VARIABLE ANNUITY ACCOUNT A,"350 PARK AVENUE, 14TH FLOOR",NEW YORK,NY,10022
1628,0001173507,NATIONWIDE VARIABLE ACCOUNT-12,NATIONWIDE LIFE INSURANCE CO,COLUMBUS,OH,43215
1629,0001174490,TOUCHSTONE INSTITUTIONAL FUNDS TRUST,303 BROADWAY,CINCINNATI,OH,45202
1630,0001174520,PIONEER SERIES TRUST X,60 STATE STREET,BOSTON,MA,02109
1631,0001174610,PROSHARES TRUST,7501 WISCONSIN AVENUE,BETHESDA,MD,20814
1632,0001175163,AMERITAS VARIABLE SEPARATE ACCOUNT VA,PO BOX 81889,LINCOLN,NE,68501-1889
1633,0001175164,AMERITAS VARIABLE SEPARATE ACCOUNT VL,PO BOX 81889,LINCOLN,NE,68501-1889
1634,0001175813,CONESTOGA FUNDS,550 E. SWEDESFORD ROAD,WAYNE,PA,19087
1635,0001175929,NATIONWIDE VARIABLE ACCOUNT 13,NATIONWIDE LIFE INSURANCE CO,COLUMBUS,OH,43215
1636,0001175980,MERRILL LYNCH LIFE VARIABLE ANNUITY SEPARATE ACCOUNT D,"4333 EDGEWOOD ROAD, NE",CEDAR RAPIDS,IA,52499
1637,0001175981,ML OF NEW YORK VARIABLE ANNUITY SEPARATE ACCOUNT D,440 MAMARONECK AVENUE,HARRISON,NY,10528
1638,0001176343,LEGG MASON PARTNERS VARIABLE EQUITY TRUST,"LEGG MASON & CO., LLC",NEW YORK,NY,10018
1639,0001177017,"T. Rowe Price Retirement Funds, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
1640,0001177415,AMERICAN MATURITY LIFE INSURANCE CO SEPARATE ACCOUNT ONE,TALCOTT RESOLUTION LIFE INS CO,WINDSOR,CT,06095
1641,0001181628,"T. Rowe Price Inflation Protected Bond Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
1642,0001186231,BBIF MONEY FUND,100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
1643,0001186237,BBIF TREASURY FUND,100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
1644,0001186239,MASTER MONEY LLC,100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
1645,0001186244,MASTER TREASURY LLC,100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
1646,0001190903,NATIONWIDE VARIABLE ACCOUNT 14,NATIONWIDE LIFE INSURANCE CO,COLUMBUS,OH,43215
1647,0001191290,OPPENHEIMER DIVIDEND OPPORTUNITY FUND,6803 SOUTH TUSCON WAY,CENTENNIAL,CO,80112-3924
1648,0001196878,PARADIGM FUNDS,NINE ELK STREET,ALBANY,NY,12207
1649,0001199004,Federated Hermes Premier Municipal Income Fund,4000 ERICSSON DRIVE,WARRENDALE,PA,15086-7561
1650,0001199046,UNIFIED SERIES TRUST,"225 PICTORIA DRIVE, SUITE 450",CINCINNATI,OH,45246
1651,0001199348,BNY MELLON STOCK FUNDS,"C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
1652,0001208133,MERGER FUND VL,100 SUMMIT LAKE DRIVE,VALHALLA,NY,10595
1653,0001208252,CM ADVISORS FAMILY OF FUNDS,805 LAS CIMAS PARKWAY,AUSTIN,TX,78746
1654,0001209404,Brighthouse Separate Account Eleven for Variable Annuities,BRIGHTHOUSE LIFE INSURANCE COMPANY,CHARLOTTE,NC,28277
1655,0001209466,INVESCO EXCHANGE-TRADED FUND TRUST,3500 LACEY ROAD,DOWNERS GROVE,IL,60515
1656,0001209501,NYLIAC VARIABLE ANNUITY SEPARATE ACCOUNT IV,51 MADISON AVENUE,NEW YORK,NY,10010
1657,0001215880,NEIMAN FUNDS,305 SPINDRIFT DRIVE,WILLIAMSVILLE,NY,14221
1658,0001216907,BERTOLET CAPITAL TRUST,745 FIFTH AVE,NEW YORK,NY,10151
1659,0001217286,JPMorgan Trust I,277 PARK AVENUE,NEW YORK,NY,10172
1660,0001217673,BARON SELECT FUNDS,767 FIFTH AVE,NEW YORK,NY,10153
1661,0001219064,ALGER GLOBAL FOCUS FUND,360 PARK AVENUE SOUTH,NEW YORK,NY,10010
1662,0001220781,AMERICAN FIDELITY SEPARATE ACCOUNT C,PO BOX 25523,OKLAHOMA CITY,OK,73125
1663,0001221482,STADION INVESTMENT TRUST,1290 BROADWAY,DENVER,CO,80203
1664,0001221845,BLACKROCK ALLOCATION TARGET SHARES,100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
1665,0001223662,COUNTRY INVESTORS VARIABLE ANNUITY ACCOUNT,1701 N TOWANDA AVENUE,BLOOMINGTON,IL,617022000
1666,0001224568,BNY Mellon Investment Funds VI,"C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
1667,0001225290,SMA RELATIONSHIP TRUST,C/O UBS ASSET MANAGEMENT (AMERICAS) INC,CHICAGO,IL,60606
1668,0001227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,522 FIFTH AVENUE,NEW YORK,NY,10036
1669,0001227523,OPTIMUM FUND TRUST,2005 MARKET STREET,PHILADELPHIA,PA,19103
1670,0001234528,PROTECTIVE ACQUIRED VARIABLE ANNUITY SEPARATE ACCOUNT,PO BOX 2606,BIRMINGHAM,AL,35202
1671,0001236572,SCHRODER GLOBAL SERIES TRUST,ONE FREEDOM VALLEY DRIVE,OAKS,PA,19456
1672,0001237491,NATIONWIDE VLI SEPARATE ACCOUNT 6,NATIONWIDE LIFE INSURANCE CO,COLUMBUS,OH,43215
1673,0001249635,COUNTRY INVESTORS VARIABLE LIFE ACCOUNT,1701 N TOWANDA AVENUE,BLOOMINGTON,IL,617022000
1674,0001251896,AEGIS FUNDS,6862 ELM STREET,MCLEAN,VA,22101
1675,0001257295,SEPARATE ACCOUNT VA U,4333 EDGEWOOD RD NE,CEDAR RAPIDS,IA,52499-0001
1676,0001257927,WEITZ FUNDS,1125 SOUTH 103 ST,OMAHA,NE,68124
1677,0001260667,ANCORA TRUST,"6060 PARKLAND BOULEVARD, SUITE 200",CLEVELAND,OH,44124
1678,0001261788,Trust for Advised Portfolios,615 EAST MICHIGAN STREET,MILWAUKEE,WI,53202
1679,0001264926,MASTER BOND LLC,100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
1680,0001265389,PIONEER SERIES TRUST II,60 STATE STREET,BOSTON,MA,02109
1681,0001265897,TRANSAMERICA CORPORATE SEPARATE ACCOUNT SIXTEEN,4333 EDGEWOOD RD NE,CEDAR RAPIDS,IA,52499
1682,0001266055,GUARDIAN SEPARATE ACCOUNT R,"10 HUDSON YARDS, 22 FLOOR",NEW YORK,NY,10001
1683,0001267862,"T. Rowe Price Diversified Mid-Cap Growth Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
1684,0001272950,RBC FUNDS TRUST,50 SOUTH SIXTH STREET,MINNEAPOLIS,MN,55402
1685,0001273317,SEPARATE ACCOUNT VA V,4333 EDGEWOOD RD N.E.,CEDAR RAPIDS,IA,52499-0001
1686,0001273878,VANGUARD CMT FUNDS,PO BOX 2600,MALVERN,PA,19355
1687,0001274676,AB CORPORATE SHARES,ALLIANCEBERNSTEIN LP,NEW YORK,NY,10105
1688,0001274768,SunAmerica Specialty Series,HARBORSIDE 5,JERSEY CITY,NJ,07311
1689,0001276070,COHEN & STEERS GLOBAL INFRASTRUCTURE FUND INC,280 PARK AVE,NEW YORK,NY,10017
1690,0001281790,FRANK FUNDS,781 CRANDON BOULEVARD,KEY BISCAYNE,FL,33149
1691,0001282693,BAIRD FUNDS INC,777 EAST WISCONSIN AVENUE,MILWAUKEE,WI,53202
1692,0001286087,PERRITT FUNDS INC,300 S. WACKER DRIVE,CHICAGO,IL,60606
1693,0001286364,PIONEER SHORT TERM INCOME FUND,60 STATE STREET,BOSTON,MA,02109
1694,0001288255,PIONEER ASSET ALLOCATION TRUST,60 STATE ST,BOSTON,MA,02109
1695,0001288872,"Stock Dividend Fund, Inc.",8150 N. CENTRAL EXPRESSWAY,DALLAS,TX,75206
1696,0001289876,Victory Institutional Funds,4900 TIEDEMAN ROAD,BROOKLYN,OH,44144
1697,0001291446,Credit Suisse Commodity Strategy Funds,ELEVEN MADISON AVENUE,NEW YORK,NY,10010
1698,0001293210,"AMERICAN CENTURY ASSET ALLOCATION PORTFOLIOS, INC.",4500 MAIN STREET,KANSAS CITY,MO,64111
1699,0001293530,MUNDOVAL FUNDS,"7855 IVANHOE AVE., STE 210",LA JOLLA,CA,92037
1700,0001293967,PRIMECAP Odyssey Funds,"177 EAST COLORADO BOULEVARD, 11TH FLOOR",PASADENA,CA,91105
1701,0001295293,Putnam Target Date Funds,100 FEDERAL STREET,BOSTON,MA,02110
1702,0001295908,CENTAUR MUTUAL FUNDS TRUST,475 PARK AVENUE SOUTH,NEW YORK,NY,10016
1703,0001297990,Empire Fidelity Investments Variable Life Account A,245 SUMMER STREET,BOSTON,MA,02210
1704,0001299473,Nationwide VLI Separate Account-7,NATIONWIDE LIFE INSURANCE COMPANY,COLUMBUS,OH,43219
1705,0001299953,VARIABLE ANNUITY ACCOUNT B,"350 PARK AVENUE, 14TH FLOOR",NEW YORK,NY,10022
1706,0001300087,Thrivent Cash Management Trust,"901 MARQUETTE AVENUE, SUITE 2500",MINNEAPOLIS,MN,55402-3265
1707,0001300746,Intrepid Capital Management Funds Trust,"1400 MARSH LANDING PKWY, SUITE 106",JACKSONVILLE BEACH,FL,32250
1708,0001301123,Access One Trust,"4400 EASTON COMMONS, SUITE 200",COLUMBUS,OH,43219
1709,0001301708,Allianz Variable Insurance Products Fund of Funds Trust,5701 GOLDEN HILLS DRIVE,MINNEAPOLIS,MN,55416
1710,0001303459,Fidelity Central Investment Portfolios LLC,245 SUMMER STREET,BOSTON,MA,02210
1711,0001303608,JPMorgan Institutional Trust,277 PARK AVENUE,NEW YORK,NY,10172
1712,0001306349,Pioneer Series Trust III,60 STATE STREET,BOSTON,MA,02109
1713,0001306676,TFLIC Separate Account VNY,440 MAMARONECK AVENUE,HARRISON,NY,10528
1714,0001307144,"Cohen & Steers Alternative Income Fund, Inc.",280 PARK AVENUE,NEW YORK,NY,10017
1715,0001309161,"Cohen & Steers International Realty Fund, Inc.",280 PARK AVENUE,NEW YORK,NY,10017
1716,0001311981,Adirondack Funds,2390 WESTERN AVENUE,GUILDERLAND,NY,12084
1717,0001313581,Nationwide VL Separate Account-G,NATIONWIDE LIFE AND ANNUITY INSURANCE,COLUMBUS,OH,43215
1718,0001314414,Northern Lights Fund Trust,225 PICTORIA DRIVE,CINCINNATI,OH,45246
1719,0001316506,Clipper Funds Trust,"DAVIS SELECTED ADVISERS, L.P.",TUCSON,AZ,85706
1720,0001317119,Bread & Butter Fund Inc.,3633 HILL RD. 3RD FLR.,PARSIPPANY,NJ,07054
1721,0001317146,MML Series Investment Fund II,100 BRIGHT MEADOW BLVD.,ENFIELD,CT,06082
1722,0001317474,NEUBERGER BERMAN ALTERNATIVE FUNDS,1290 AVENUE OF THE AMERICAS,NEW YORK,NY,10104
1723,0001317680,Securian Life Variable Universal Life Account,400 ROBERT STREET NORTH,ST. PAUL,MN,55101-2098
1724,0001318342,Investment Managers Series Trust,235 WEST GALENA STREET,MILWAUKEE,WI,53212
1725,0001319067,360 Funds,"4300 SHAWNEE MISSION PARKWAY, SUITE 100",FAIRWAY,KS,66205
1726,0001320615,Mercer Funds,99 HIGH STREET,BOSTON,MA,02110
1727,0001321652,"FDP Series, Inc.",100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
1728,0001322252,CRM Mutual Fund Trust,"C/O CRAMER ROSENTHAL MCGLYNN, LLC",GREENWICH,CT,06830
1729,0001322453,First Investors Life Separate Account E,40 WALL STREET,NEW YORK,NY,10005-1343
1730,0001323737,Managed Account Series,100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
1731,0001324203,"Keeley Funds, Inc.",141 WEST JACKSON BOULEVARD,CHICAGO,IL,60604
1732,0001324285,BlackRock Long-Horizon Equity Fund,100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
1733,0001329377,FIRST TRUST EXCHANGE-TRADED FUND,"120 EAST LIBERTY DRIVE, SUITE 400",WHEATON,IL,60187
1734,0001329954,John Hancock Funds III,C/O JOHN HANCOCK FUNDS,BOSTON,MA,02116
1735,0001330833,"Small Cap Value Fund, Inc.",8150 N. CENTRAL EXPRESSWAY  SUITE 101,DALLAS,TX,75206
1736,0001330967,MFS SERIES TRUST XII,111 HUNTINGTON AVENUE,BOSTON,MA,02199
1737,0001331854,Pioneer Series Trust IV,60 STATE STREET,BOSTON,MA,02109
1738,0001331971,John Hancock Funds II,C/O JOHN HANCOCK FUNDS,BOSTON,MA,02116
1739,0001336560,Asset Allocation Trust - DE,525 MARKET STREET,SAN FRANCISCO,CA,94105
1740,0001340579,Federated Hermes Managed Pool Series,4000 ERICSSON DRIVE,WARRENDALE,PA,15086-7561
1741,0001341256,Pioneer Series Trust V,60 STATE STREET,BOSTON,MA,02109
1742,0001342947,BBH Trust,50 POST OFFICE SQUARE,BOSTON,MA,02110
1743,0001345125,Index Funds,"1155 KELLY JOHNSON BLVD, SUITE 111",COLORADO SPRINGS,CO,80920
1744,0001350049,EIP INVESTMENT TRUST,10 WRIGHT STREET,WESTPORT,CT,06880
1745,0001350487,WisdomTree Trust,245 PARK AVENUE,NEW YORK,NY,10167
1746,0001350943,Brighthouse Variable Life Account A,BRIGHTHOUSE LIFE INSURANCE CO,CHARLOTTE,NC,28277
1747,0001352280,Columbia Funds Series Trust II,225 FRANKLIN STREET,BOSTON,MA,02110
1748,0001352621,Northern Lights Variable Trust,225 PICTORIA DRIVE,CINCINNATI,OH,45246
1749,0001353176,"AMERICAN CENTURY GROWTH FUNDS, INC.",4500 MAIN STREET,KANSAS CITY,MO,64111
1750,0001354917,Highland Funds I,200 CRESCENT COURT,DALLAS,TX,75201
1751,0001355064,MUTUAL FUND SERIES TRUST,C/O GEMINI FUND SERVICES LLC,OMAHA,NE,68137
1752,0001359057,Manager Directed Portfolios,"C/O U.S. BANCORP FUND SERVICES, LLC",MILWAUKEE,WI,53202
1753,0001359314,Northwestern Mutual Variable Life Account II,720 EAST WISCONSIN AVENUE,MILWAUKEE,WI,53202
1754,0001359882,Genworth Life & Annuity VA Separate Account 2,6610 WEST BROAD STREET,RICHMOND,VA,23230
1755,0001363526,Federated Hermes MDT Series,FEDERATED INVESTORS FUNDS,WARRENDALE,PA,15086-7561
1756,0001364608,FIRST TRUST EXCHANGE-TRADED FUND II,"12O EAST LIBERTY DRIVE, SUITE 400",WHEATON,IL,60187
1757,0001364783,TIAA SEPARATE ACCOUNT VA-3,730 THIRD AVENUE,NEW YORK,NY,10017-3206
1758,0001364923,Fidelity Commonwealth Trust II,245 SUMMER STREET,BOSTON,MA,02210
1759,0001364924,Fidelity Rutland Square Trust II,245 SUMMER STREET,BOSTON,MA,02210
1760,0001366273,WRL Series Life Account G,570 CARILLON PARKWAY,ST. PETERSBURG,X1,33716
1761,0001368040,Short-Term Bond Fund of America,333 S HOPE ST - 55TH FL (MICG),LOS ANGELES,CA,90071
1762,0001368135,"T. Rowe Price Limited-Duration Inflation Focused Bond Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
1763,0001368578,MSS Series Trust,"8000 TOWN CENTRE DRIVE, SUITE 400",BROADVIEW HEIGHTS,OH,44147
1764,0001370001,DELAWARE LIFE NY VARIABLE ACCOUNT J,1601 TRAPELO ROAD,WALTHAM,MA,02451
1765,0001370177,RiverNorth Funds,325 N LASALLE ST.  SUITE 645,CHICAGO,IL,60654
1766,0001372306,Horace Mann Life Insurance Group Annuity Separate Account,ONE HORACE MANN PLAZA,SPRINGFIELD,IL,62715
1767,0001378872,Invesco Exchange-Traded Fund Trust II,3500 LACEY ROAD,DOWNERS GROVE,IL,60515
1768,0001379482,Horace Mann Life Insurance CO Qualified Group Annuity Separate Account,#1 HORACE MANN PLAZA,SPRINGFIELD,IL,62715
1769,0001380175,American Funds Target Date Retirement Series,333 S HOPE ST - 55TH FL (MICG),LOS ANGELES,CA,90071
1770,0001380192,Pioneer Series Trust VI,60 STATE STREET,BOSTON,MA,02109
1771,0001380786,Nuveen Investment Trust V,333 WEST WACKER DR.,CHICAGO,IL,60606
1772,0001382990,ALPS Variable Investment Trust,P.O. BOX 328,DENVER,CO,80201-0328
1773,0001383496,FIRST TRUST EXCHANGE-TRADED ALPHADEX FUND,"120 EAST LIBERTY DRIVE, SUITE 400",WHEATON,IL,60187
1774,0001384032,Oppenheimer ETF Trust,225 LIBERTY STREET,NEW YORK,NY,10281
1775,0001385244,DELAWARE LIFE VARIABLE ACCOUNT K,1601 TRAPELO ROAD,WALTHAM,MA,02451
1776,0001385245,DELAWARE LIFE NY VARIABLE ACCOUNT N,1601 TRAPELO ROAD,WALTHAM,MA,02451
1777,0001390204,Nuveen Managed Accounts Portfolios Trust,333 WEST WACKER DRIVE,CHICAGO,IL,60606
1778,0001391312,Commonwealth Annuity Separate Account A,20 GUEST STREET,BRIGHTON,MA,02135
1779,0001391673,Stone Harbor Investment Funds,ONE INTERNATIONAL PLACE,BOSTON,MA,02110
1780,0001391839,"Gabelli ESG Fund, Inc.",ONE CORPORATE CENTER,RYE,NY,10580
1781,0001392417,"MFS INSTITUTIONAL MONEY MARKET PORTFOLIO, A SERIES OF THE MFS SERIES TRUST XIV",111 HUNTINGTON AVENUE,BOSTON,MA,02199
1782,0001394166,"Gabelli 787 Fund, Inc.",1290 AVENUE OF THE AMERICAS,NEW YORK,NY,10104
1783,0001394395,Emerging Markets Local Income Portfolio,TWO INTERNATIONAL PLACE,BOSTON,MA,02110
1784,0001394396,International Income Portfolio,TWO INTERNATIONAL PLACE,BOSTON,MA,02110
1785,0001395397,WISCONSIN CAPITAL FUNDS INC,8401 EXCELSIOR DRIVE,MADISON,WI,53717
1786,0001396092,World Funds Trust,8730 STONY POINT PARKWAY,RICHMOND,VA,23235
1787,0001397933,SEPARATE ACCOUNT 3 OF EQUITABLE FINANCIAL LIFE INSURANCE CO,1290 AVENUE OF THE AMERICAS,NEW YORK,NY,10104
1788,0001397934,SEPARATE ACCOUNT 4 OF EQUITABLE FINANCIAL LIFE INSURANCE CO,1290 AVENUE OF THE AMERICAS,NEW YORK,NY,10104
1789,0001397935,SEPARATE ACCOUNT 10 OF EQUITABLE FINANCIAL LIFE INSURANCE CO,1290 AVENUE OF THE AMERICAS,NEW YORK,NY,10104
1790,0001397937,SEPARATE ACCOUNT 66 OF EQUITABLE FINANCIAL LIFE INSURANCE CO,1290 AVENUE OF THE AMERICAS,NEW YORK,NY,10104
1791,0001397940,SEPARATE ACCOUNT 206 OF EQUITABLE FINANCIAL LIFE INSURANCE CO,1290 AVENUE OF THE AMERICAS,NEW YORK,NY,10104
1792,0001398078,BlackRock Funds II,100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
1793,0001401097,Fidelity Central Investment Portfolios II LLC,245 SUMMER STREET,BOSTON,MA,02210
1794,0001401959,COLI VUL-4 Series Account of Great-West Life & Annuity Insurance CO,8515 EAST ORCHARD ROAD,GREENWOOD VILLAGE,CO,80111
1795,0001401960,COLI VUL-2 Series Account of Great-West Life & Annuity Insurance Co of New York,370 LEXINGTON AVENUE,NEW YORK,NY,10017
1796,0001402306,Separate Account VA AA,4333 EDGEWOOD ROAD NE,CEDAR RAPIDS,IA,52499
1797,0001402472,"PROSPECTOR FUNDS, INC.",370 CHURCH STREET,GUILFORD,CT,06437
1798,0001403166,Master Trust,C/O UBS ASSET MANAGEMENT (AMERICAS) INC.,NEW YORK,NY,10019
1799,0001405415,Minnesota Life Individual Variable Universal Life Account,400 ROBERT STREET NORTH,ST. PAUL,MN,55068
1800,0001405969,Oppenheimer Global Focus Fund,6803 SOUTH TUCSON WAY,CENTENNIAL,CO,80112-3924
1801,0001406305,Gateway Trust,888 BOYLSTON STREET,BOSTON,MA,02199
1802,0001408970,AdvisorShares Trust,4800 MONTGOMERY LANE,BETHESDA,MD,20814
1803,0001409957,Vanguard Montgomery Funds,P.O. BOX 2600,VALLEY FORGE,PA,19482
1804,0001411674,Federated Hermes Core Trust III,4000 ERICSSON DRIVE,WARRENDALE,PA,15086
1805,0001413032,Columbia Funds Variable Series Trust II,225 FRANKLIN STREET,BOSTON,MA,02110
1806,0001413594,Aberdeen Funds,1900 MARKET STREET,PHILADELPHIA,PA,19103
1807,0001413714,"Oppenheimer Master Loan Fund, LLC",6803 SOUTH TUCSON WAY,CENTENNIAL,CO,80112-3924
1808,0001414039,Miller Investment Trust,20 WILLIAM STREET,WELLESLEY,MA,02481
1809,0001414040,ALPS ETF Trust,P.O. Box 328,Denver,CO,80201-0328
1810,0001415726,Innovator ETFs Trust,109 NORTH HALE STREET,WHEATON,IL,60187
1811,0001415995,IndexIQ ETF Trust,51 MADISON AVENUE,NEW YORK,NY,10010
1812,0001418144,INVESCO ACTIVELY MANAGED EXCHANGE-TRADED FUND TRUST,3500 LACEY ROAD,DOWNERS GROVE,IL,60515
1813,0001418191,Walthausen Funds,"2691 ROUTE 9, SUITE 102",MALTA,NY,12020
1814,0001418970,PHL Variable Accumulation Account II,PHOENIX,HARTFORD,CT,06102-5056
1815,0001419139,Invesco India Exchange-Traded Fund Trust,3500 LACEY ROAD,DOWNERS GROVE,IL,60515
1816,0001420040,Dunham Funds,10251 VISTA SORRENTO PARKWAY,SAN DIEGO,CA,92121
1817,0001423227,Allianz Funds Multi-Strategy Trust,C/O ALLIANZ GLOBAL INVESTORS,NEW YORK,NY,10019
1818,0001423799,Dreyfus Institutional Reserves Funds,"C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
1819,0001424212,First Trust Exchange-Traded Fund III,120 EAST LIBERTY DRIVE,WHEATON,IL,60187
1820,0001424958,Direxion Shares ETF Trust,1301 AVENUE OF THE AMERICAS (6TH AVENUE),NEW YORK,NY,10019
1821,0001426439,IndexIQ Active ETF Trust,51 MADISON AVENUE,NEW YORK,NY,10010
1822,0001427789,IndexIQ Trust,51 MADISON AVENUE,NEW YORK,NY,10010
1823,0001428241,Genworth Life & Annuity VA Separate Account 4,6610 WEST BROAD STREET,RICHMOND,VA,23230
1824,0001429217,Genworth Life of New York VA Separate Account 2,6610 WEST BROAD STREET,RICHMOND,VA,23230
1825,0001432353,Global X Funds,605 THIRD AVENUE,NEW YORK,NY,10158
1826,0001437249,VALUED ADVISERS TRUST,225 PICTORIA DR.,CINCINNATI,OH,45246
1827,0001437921,IVA Fiduciary Trust,"717 FIFTH AVENUE, 10TH FLOOR",NEW YORK,NY,10022
1828,0001438681,AlphaMark Investment Trust,"C/O ULTIMUS FUND SOLUTIONS, LLC",CINCINNATI,OH,45246
1829,0001439297,INTERNATIONAL GROWTH & INCOME FUND,6455 IRVINE CENTER DRIVE,IRVINE,CA,92618
1830,0001440930,"T. Rowe Price Global Real Estate Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
1831,0001444822,AQR Funds,TWO GREENWICH PLAZA,GREENWICH,CT,06830
1832,0001447346,"T. Rowe Price Global Multi-Sector Bond Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
1833,0001450011,PIMCO ETF Trust,650 NEWPORT CENTER DRIVE,NEWPORT BEACH,CA,92660
1834,0001450501,Columbia ETF Trust II,225 FRANKLIN STREET,BOSTON,MA,02110
1835,0001452937,EXCHANGE TRADED CONCEPTS TRUST,"10900 HEFNER POINTE DRIVE, SUITE 207",OKLAHOMA CITY,OK,73120
1836,0001454889,SCHWAB STRATEGIC TRUST,211 MAIN STREET,SAN FRANCISCO,CA,94105
1837,0001454975,American Funds U.S. Government Money Market Fund,333 SOUTH HOPE STREET,LOS ANGELES,CA,90071
1838,0001459065,Cook & Bynum Funds Trust,2830 CAHABA ROAD,BIRMINGHAM,AL,35223
